Border,Index of Total Income per Person (State=100),85.6,86.2,85.9,86.9,86.5,85,83.6,83.1,82.4,82.6
Border,Current Taxes on Income (Euro Million),2036,2174,2016,1978,1874,2018,1994,2087,2166,2296
Border,Disposable Household Income (Euro Million),8446,9258,10125,9628,9125,8721,8877,8583,8661,9177
Border,Disposable Income per Person (Euro),17992,19123,20328,18979,17822,16988,17252,16652,16743,17641
Border,Index of Disposable Income per Person (State=100),89.9,90.8,90.3,91.1,91.1,89.9,88.8,88.1,86.9,86.8
Border,Disposable Income per Person (excluding Rent) (Euro),17334,18182,18955,18071,16736,15914,16064,15450,15461,16236
Border,Index of Disposable Income per Person (excluding Rent) (State=100),91,91.9,91.6,92.1,92.4,91.4,90,89.3,88,87.9
Mayo,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",1598,1720,1795,1690,1620,1541,1526,1529,1569,1574
Mayo,Income of Self Employed (Euro Million),408,419,400,341,308,273,270,254,264,277
Mayo,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),72,121,182,124,151,152,167,169,181,200
Mayo,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),60,25,1,36,31,11,76,72,69,85
Mayo,Primary Income (Euro Million),2138,2286,2379,2192,2110,1977,2039,2024,2084,2137
Mayo,Social Benefits and Other Current Transfers (Euro Million),587,646,746,803,804,788,793,767,746,736
Mayo,Total Household Income (Euro Million),2737,2926,3155,3059,2926,2774,2847,2761,2795,2870
Mayo,Total Income per Person (Euro),21583,22462,23692,22706,21617,21300,21806,21114,21293,21747
Mayo,Index of Total Income per Person (State=100),82.7,82,83.5,86.2,87,86.6,86.3,84.8,83.9,81.5
Mayo,Current Taxes on Income (Euro Million),524,562,531,527,510,514,525,546,566,575
Mayo,Disposable Household Income (Euro Million),2213,2364,2624,2532,2416,2261,2322,2215,2228,2295
Mayo,Disposable Income per Person (Euro),17448,18146,19705,18791,17849,17357,17786,16939,16979,17390
Mayo,Index of Disposable Income per Person (State=100),87.2,86.2,87.5,90.2,91.3,91.9,91.5,89.6,88.1,85.5
Mayo,Disposable Income per Person (excluding Rent) (Euro),16793,17214,18336,17874,16735,16191,16504,15644,15598,15873
Mayo,Index of Disposable Income per Person (excluding Rent) (State=100),88.1,87,88.6,91.1,92.4,93,92.5,90.4,88.8,85.9
Dublin,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",24547,26945,27532,25027,23402,24298,24405,25002,26148,27415
Dublin,Income of Self Employed (Euro Million),3539,3777,3478,2959,2737,2392,2341,2395,2427,2532
Dublin,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),1277,2091,3062,2033,2432,2577,2675,2693,2882,3171
Dublin,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),835,365,20,506,429,170,1135,1104,1077,1378
Dublin,Primary Income (Euro Million),30198,33178,34092,30524,28999,29438,30557,31194,32534,34497
Dublin,Social Benefits and Other Current Transfers (Euro Million),5181,5609,6434,6779,6813,6774,7015,6776,6637,6580
Dublin,Total Household Income (Euro Million),35563,38702,40950,38202,35984,36353,37785,37511,38624,41035
Dublin,Total Income per Person (Euro),29970,31453,32542,30241,28514,28639,29699,29434,30199,31906
Dublin,Index of Total Income per Person (State=100),114.9,114.8,114.7,114.8,114.8,116.4,117.5,118.2,118.9,119.5
Dublin,Current Taxes on Income (Euro Million),9474,10395,9831,9295,8958,9887,10263,10493,10589,11071
Dublin,Disposable Household Income (Euro Million),26089,28308,31118,28907,27026,26466,27522,27018,28035,29964
Dublin,Disposable Income per Person (Euro),21986,23006,24729,22883,21416,20850,21632,21200,21919,23298
Dublin,Index of Disposable Income per Person (State=100),109.8,109.3,109.8,109.9,109.5,110.4,111.3,112.2,113.8,114.6
Dublin,Disposable Income per Person (excluding Rent) (Euro),20536,21307,22292,21269,19487,18818,19529,19089,19668,20832
Dublin,Index of Disposable Income per Person (excluding Rent) (State=100),107.8,107.7,107.8,108.4,107.6,108.1,109.4,110.3,112,112.8
Cavan,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",881,1014,1030,950,875,902,883,910,938,1005
Cavan,Income of Self Employed (Euro Million),215,224,197,157,153,152,155,149,163,166
Cavan,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),35,61,93,62,74,71,81,82,88,98
Cavan,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),33,14,1,20,17,7,43,42,41,53
Cavan,Primary Income (Euro Million),1163,1313,1320,1188,1119,1132,1162,1184,1230,1322
Cavan,Social Benefits and Other Current Transfers (Euro Million),276,305,358,384,394,387,396,383,379,382
Cavan,Total Household Income (Euro Million),1446,1615,1695,1608,1520,1525,1566,1549,1588,1703
Cavan,Total Income per Person (Euro),23566,25518,26026,24239,22707,20897,21414,21149,21596,23034
Cavan,Index of Total Income per Person (State=100),90.3,93.1,91.8,92,91.4,85,84.7,84.9,85.1,86.3
Cavan,Current Taxes on Income (Euro Million),287,322,291,285,269,294,301,312,330,353
Cavan,Disposable Household Income (Euro Million),1159,1293,1403,1323,1251,1231,1266,1237,1257,1350
Cavan,Disposable Income per Person (Euro),18881,20430,21550,19947,18694,16865,17304,16888,17101,18261
Cavan,Index of Disposable Income per Person (State=100),94.3,97,95.7,95.8,95.6,89.3,89.1,89.4,88.8,89.8
Cavan,Disposable Income per Person (excluding Rent) (Euro),18222,19472,20129,19014,17584,15886,16194,15762,15897,16941
Cavan,Index of Disposable Income per Person (excluding Rent) (State=100),95.6,98.4,97.3,96.9,97.1,91.3,90.7,91.1,90.5,91.7
Louth,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",1826,2008,2055,1886,1697,1669,1605,1619,1662,1779
Louth,Income of Self Employed (Euro Million),261,276,247,206,178,161,167,164,163,174
Louth,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),76,126,186,125,150,156,166,168,180,199
Louth,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),62,27,1,37,30,12,75,72,69,90
Louth,Primary Income (Euro Million),2224,2437,2489,2254,2057,1998,2012,2023,2074,2241
Louth,Social Benefits and Other Current Transfers (Euro Million),532,593,693,742,759,761,790,769,748,750
Louth,Total Household Income (Euro Million),2770,3024,3213,3062,2828,2768,2816,2763,2787,2988
Louth,Total Income per Person (Euro),25070,26531,27402,25640,23462,22591,22928,22455,22572,24065
Louth,Index of Total Income per Person (State=100),96.1,96.8,96.6,97.3,94.5,91.8,90.7,90.1,88.9,90.1
Louth,Current Taxes on Income (Euro Million),555,598,555,542,498,565,561,584,594,636
Louth,Disposable Household Income (Euro Million),2216,2426,2658,2520,2330,2204,2255,2178,2193,2352
Louth,Disposable Income per Person (Euro),20051,21285,22672,21104,19333,17983,18361,17707,17758,18946
Louth,Index of Disposable Income per Person (State=100),100.2,101.1,100.7,101.3,98.8,95.2,94.5,93.7,92.2,93.2
Louth,Disposable Income per Person (excluding Rent) (Euro),19268,20180,21092,20062,18086,16707,17010,16340,16301,17346
Louth,Index of Disposable Income per Person (excluding Rent) (State=100),101.1,102,102,102.3,99.9,96,95.3,94.4,92.8,93.9
Sligo,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",922,1012,1019,972,927,851,861,883,887,942
Sligo,Income of Self Employed (Euro Million),180,190,172,146,132,122,121,116,122,128
Sligo,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),38,65,97,66,79,76,86,87,93,102
Sligo,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),33,14,1,20,17,6,41,40,38,49
Sligo,Primary Income (Euro Million),1173,1281,1289,1204,1156,1056,1109,1126,1139,1221
Sligo,Social Benefits and Other Current Transfers (Euro Million),285,319,366,384,389,385,393,381,375,371
Sligo,Total Household Income (Euro Million),1465,1597,1671,1623,1551,1446,1509,1491,1495,1590
Sligo,Total Income per Person (Euro),23199,24511,24930,23780,22519,22176,23096,22771,22752,24072
Sligo,Index of Total Income per Person (State=100),88.9,89.4,87.9,90.3,90.7,90.2,91.4,91.4,89.6,90.2
Sligo,Current Taxes on Income (Euro Million),303,325,301,303,292,281,293,308,313,335
Sligo,Disposable Household Income (Euro Million),1162,1272,1369,1320,1259,1165,1217,1183,1182,1255
Sligo,Disposable Income per Person (Euro),18400,19523,20433,19335,18280,17861,18616,18069,17984,19001
Sligo,Index of Disposable Income per Person (State=100),91.9,92.7,90.7,92.8,93.5,94.6,95.8,95.6,93.4,93.4
Sligo,Disposable Income per Person (excluding Rent) (Euro),17710,18522,18982,18378,17139,16691,17302,16738,16568,17452
Sligo,Index of Disposable Income per Person (excluding Rent) (State=100),92.9,93.6,91.8,93.7,94.6,95.9,96.9,96.7,94.3,94.5
Laois,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",1061,1171,1240,1129,1045,1139,1104,1173,1177,1193
Laois,Income of Self Employed (Euro Million),185,183,152,118,112,116,101,103,109,103
Laois,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),41,69,106,72,85,87,94,95,102,112
Laois,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),37,16,1,22,19,8,50,50,48,59
Laois,Primary Income (Euro Million),1323,1439,1499,1340,1261,1350,1349,1420,1436,1467
Laois,Social Benefits and Other Current Transfers (Euro Million),272,306,360,392,399,407,422,416,414,407
Laois,Total Household Income (Euro Million),1603,1741,1878,1772,1667,1764,1780,1816,1825,1871
Laois,Total Income per Person (Euro),24401,25464,26636,24661,22857,21955,22114,22514,22550,22993
Laois,Index of Total Income per Person (State=100),93.5,92.9,93.9,93.6,92,89.3,87.5,90.4,88.8,86.1
Laois,Current Taxes on Income (Euro Million),344,372,356,339,318,372,367,400,410,412
Laois,Disposable Household Income (Euro Million),1258,1370,1522,1433,1350,1392,1414,1415,1415,1460
Laois,Disposable Income per Person (Euro),19160,20031,21586,19945,18504,17324,17559,17551,17482,17935
Laois,Index of Disposable Income per Person (State=100),95.7,95.2,95.9,95.8,94.6,91.7,90.4,92.9,90.7,88.2
Laois,Disposable Income per Person (excluding Rent) (Euro),18450,19015,20080,18953,17334,16241,16396,16370,16223,16562
Laois,Index of Disposable Income per Person (excluding Rent) (State=100),96.8,96.1,97.1,96.6,95.7,93.3,91.9,94.6,92.4,89.7
Midland,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",3811,4117,4250,3825,3593,3570,3503,3645,3684,3837
Midland,Income of Self Employed (Euro Million),727,724,636,508,487,488,439,422,455,455
Midland,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),151,253,381,255,305,304,333,338,361,397
Midland,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),134,57,3,77,66,25,165,162,154,195
Midland,Primary Income (Euro Million),4824,5151,5270,4666,4451,4388,4440,4566,4653,4885
Midland,Social Benefits and Other Current Transfers (Euro Million),1114,1250,1457,1582,1606,1602,1650,1624,1606,1576
Midland,Total Household Income (Euro Million),5967,6388,6792,6385,6083,6011,6121,6123,6181,6456
Midland,Total Income per Person (Euro),23692,24362,25129,23182,21750,21348,21688,21658,21784,22628
Midland,Index of Total Income per Person (State=100),90.8,88.9,88.6,88,87.6,86.8,85.8,86.9,85.8,84.8
Midland,Current Taxes on Income (Euro Million),1251,1317,1236,1171,1125,1200,1203,1283,1314,1364
Midland,Disposable Household Income (Euro Million),4716,5071,5556,5215,4958,4811,4918,4840,4866,5092
Midland,Disposable Income per Person (Euro),18725,19338,20556,18932,17726,17085,17425,17121,17151,17846
Midland,Index of Disposable Income per Person (State=100),93.5,91.9,91.3,90.9,90.6,90.5,89.7,90.6,89,87.8
Midland,Disposable Income per Person (excluding Rent) (Euro),18035,18372,19148,18008,16636,16005,16244,15925,15878,16453
Midland,Index of Disposable Income per Person (excluding Rent) (State=100),94.6,92.9,92.6,91.8,91.9,92,91,92,90.4,89.1
Meath,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",3088,3389,3571,3181,2914,2936,2939,2875,3023,3219
Meath,Income of Self Employed (Euro Million),596,650,555,445,469,445,425,455,473,501
Meath,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),123,206,301,201,240,252,263,266,284,313
Meath,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),109,47,3,65,54,21,140,132,129,168
Meath,Primary Income (Euro Million),3917,4292,4430,3890,3677,3654,3767,3727,3909,4202
Meath,Social Benefits and Other Current Transfers (Euro Million),572,634,743,790,808,800,814,788,785,795
Meath,Total Household Income (Euro Million),4513,4915,5228,4795,4506,4472,4608,4460,4628,4992
Meath,Total Income per Person (Euro),29219,30579,31562,28432,26374,24358,25039,24197,25019,26833
Meath,Index of Total Income per Person (State=100),112,111.6,111.3,107.9,106.2,99,99.1,97.1,98.5,100.5
Meath,Current Taxes on Income (Euro Million),1141,1226,1180,1084,1036,1094,1144,1134,1196,1255
Meath,Disposable Household Income (Euro Million),3372,3689,4048,3711,3470,3378,3463,3326,3433,3736
Meath,Disposable Income per Person (Euro),21833,22952,24437,22002,20308,18399,18820,18046,18556,20086
Meath,Index of Disposable Income per Person (State=100),109.1,109,108.5,105.7,103.8,97.4,96.9,95.5,96.3,98.8
Meath,Disposable Income per Person (excluding Rent) (Euro),20927,21672,22623,20819,18904,17027,17394,16601,17017,18403
Meath,Index of Disposable Income per Person (excluding Rent) (State=100),109.8,109.5,109.4,106.1,104.4,97.8,97.5,95.9,96.9,99.6
Clare,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",1631,1814,1895,1677,1622,1548,1542,1531,1552,1638
Clare,Income of Self Employed (Euro Million),383,397,361,288,290,273,259,248,263,268
Clare,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),69,115,172,115,139,139,153,154,165,182
Clare,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),60,26,1,35,31,11,75,71,68,87
Clare,Primary Income (Euro Million),2143,2351,2430,2116,2082,1971,2028,2003,2048,2175
Clare,Social Benefits and Other Current Transfers (Euro Million),474,524,606,642,639,631,643,617,609,596
Clare,Total Household Income (Euro Million),2630,2869,3066,2820,2733,2611,2685,2591,2623,2769
Clare,Total Income per Person (Euro),24132,25658,26888,24545,23743,22347,22926,22086,22275,23386
Clare,Index of Total Income per Person (State=100),92.5,93.6,94.8,93.2,95.6,90.9,90.7,88.7,87.7,87.6
Clare,Current Taxes on Income (Euro Million),576,625,591,554,552,580,590,590,594,628
Clare,Disposable Household Income (Euro Million),2055,2244,2475,2266,2181,2032,2095,2001,2029,2141
Clare,Disposable Income per Person (Euro),18851,20070,21707,19726,18949,17387,17887,17060,17234,18082
Clare,Index of Disposable Income per Person (State=100),94.2,95.3,96.4,94.7,96.9,92,92.1,90.3,89.5,88.9
Clare,Disposable Income per Person (excluding Rent) (Euro),18127,19040,20202,18727,17741,16200,16585,15743,15831,16546
Clare,Index of Disposable Income per Person (excluding Rent) (State=100),95.1,96.2,97.7,95.5,98,93.1,92.9,91,90.1,89.6
Kerry,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",1724,1852,1913,1803,1630,1625,1637,1616,1692,1785
Kerry,Income of Self Employed (Euro Million),548,589,552,432,444,435,405,408,436,421
Kerry,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),83,141,210,142,171,167,188,191,204,224
Kerry,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),68,29,2,40,34,13,86,81,80,101
Kerry,Primary Income (Euro Million),2422,2611,2677,2417,2278,2240,2316,2296,2411,2532
Kerry,Social Benefits and Other Current Transfers (Euro Million),625,686,784,836,841,815,832,808,792,783
Kerry,Total Household Income (Euro Million),3062,3291,3494,3324,3132,3065,3164,3070,3162,3312
Kerry,Total Income per Person (Euro),21649,22575,23418,22086,20757,21129,21759,21078,21633,22530
Kerry,Index of Total Income per Person (State=100),83,82.4,82.6,83.8,83.6,85.9,86.1,84.6,85.2,84.4
Kerry,Current Taxes on Income (Euro Million),592,622,586,590,551,585,599,623,653,679
Kerry,Disposable Household Income (Euro Million),2470,2669,2908,2734,2581,2481,2565,2447,2510,2632
Kerry,Disposable Income per Person (Euro),17462,18306,19489,18165,17104,17100,17640,16799,17168,17908
Kerry,Index of Disposable Income per Person (State=100),87.2,87,86.5,87.2,87.5,90.5,90.8,88.9,89.1,88.1
Kerry,Disposable Income per Person (excluding Rent) (Euro),16787,17338,18081,17226,15973,15947,16345,15491,15776,16382
Kerry,Index of Disposable Income per Person (excluding Rent) (State=100),88.1,87.6,87.4,87.8,88.2,91.6,91.6,89.5,89.8,88.7
Offaly,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",1061,1114,1134,999,921,889,877,913,930,974
Offaly,Income of Self Employed (Euro Million),210,208,181,143,136,134,119,115,125,129
Offaly,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),42,70,102,68,82,83,90,91,97,107
Offaly,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),38,15,1,20,17,6,42,41,39,50
Offaly,Primary Income (Euro Million),1350,1407,1418,1230,1156,1112,1127,1160,1191,1259
Offaly,Social Benefits and Other Current Transfers (Euro Million),309,345,402,434,442,437,449,441,436,428
Offaly,Total Household Income (Euro Million),1667,1749,1837,1700,1604,1554,1584,1584,1607,1685
Offaly,Total Income per Person (Euro),23434,23608,24064,21849,20306,20330,20665,20629,20861,21753
Offaly,Index of Total Income per Person (State=100),89.8,86.1,84.8,83,81.7,82.7,81.8,82.8,82.2,81.5
Offaly,Current Taxes on Income (Euro Million),341,348,320,300,284,302,301,319,331,349
Offaly,Disposable Household Income (Euro Million),1326,1401,1517,1400,1320,1253,1282,1265,1277,1336
Offaly,Disposable Income per Person (Euro),18635,18915,19870,17997,16707,16383,16731,16476,16569,17242
Offaly,Index of Disposable Income per Person (State=100),93.1,89.8,88.2,86.4,85.4,86.7,86.1,87.2,86,84.8
Offaly,Disposable Income per Person (excluding Rent) (Euro),17953,17973,18534,17120,15670,15304,15562,15295,15313,15868
Offaly,Index of Disposable Income per Person (excluding Rent) (State=100),94.2,90.8,89.6,87.3,86.5,87.9,87.2,88.4,87.2,85.9
Mid-East,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",9207,10036,10421,9458,8661,8612,8586,8444,8819,9427
Mid-East,Income of Self Employed (Euro Million),1620,1759,1541,1267,1274,1166,1120,1171,1228,1308
Mid-East,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),394,654,957,634,757,792,827,837,895,988
Mid-East,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),320,138,7,192,161,62,407,384,375,488
Mid-East,Primary Income (Euro Million),11541,12587,12927,11551,10853,10631,10939,10836,11316,12211
Mid-East,Social Benefits and Other Current Transfers (Euro Million),1805,1980,2315,2455,2513,2503,2589,2515,2488,2480
Mid-East,Total Household Income (Euro Million),13416,14535,15403,14346,13429,13185,13605,13191,13614,14676
Mid-East,Total Income per Person (Euro),28208,29369,30199,27626,25527,24899,25633,24812,25515,27352
Mid-East,Index of Total Income per Person (State=100),108.1,107.2,106.5,104.9,102.8,101.2,101.4,99.6,100.5,102.5
Mid-East,Current Taxes on Income (Euro Million),3430,3688,3500,3294,3130,3313,3409,3376,3484,3709
Mid-East,Disposable Household Income (Euro Million),9986,10847,11903,11053,10300,9873,10196,9815,10130,10967
Mid-East,Disposable Income per Person (Euro),20995,21917,23337,21284,19578,18644,19210,18462,18986,20441
Mid-East,Index of Disposable Income per Person (State=100),104.9,104.1,103.6,102.2,100.1,98.7,98.9,97.7,98.6,100.5
Mid-East,Disposable Income per Person (excluding Rent) (Euro),20057,20596,21462,20067,18140,17149,17652,16887,17307,18599
Mid-East,Index of Disposable Income per Person (excluding Rent) (State=100),105.2,104.1,103.7,102.3,100.2,98.5,98.9,97.6,98.5,100.7
Mid-West,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",5567,6025,6147,5554,5412,5796,5729,5640,5775,6051
Mid-West,Income of Self Employed (Euro Million),1178,1225,1099,860,946,926,855,844,885,890
Mid-West,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),232,385,581,392,474,472,523,529,564,621
Mid-West,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),200,85,5,115,103,42,274,257,247,315
Mid-West,Primary Income (Euro Million),7177,7720,7832,6921,6934,7236,7382,7270,7472,7877
Mid-West,Social Benefits and Other Current Transfers (Euro Million),1678,1846,2124,2275,2302,2290,2325,2232,2194,2158
Mid-West,Total Household Income (Euro Million),8898,9546,10054,9400,9278,9562,9758,9395,9540,10024
Mid-West,Total Income per Person (Euro),24830,25963,26816,24882,24509,25280,25741,24741,25032,26158
Mid-West,Index of Total Income per Person (State=100),95.2,94.7,94.5,94.5,98.7,102.8,101.9,99.3,98.6,98
Mid-West,Current Taxes on Income (Euro Million),1913,2020,1885,1794,1832,2060,2092,2093,2141,2225
Mid-West,Disposable Household Income (Euro Million),6985,7526,8169,7606,7445,7501,7666,7302,7399,7800
Mid-West,Disposable Income per Person (Euro),19491,20470,21789,20134,19668,19833,20223,19230,19414,20353
Mid-West,Index of Disposable Income per Person (State=100),97.4,97.2,96.8,96.7,100.6,105,104.1,101.8,100.8,100.1
Mid-West,Disposable Income per Person (excluding Rent) (Euro),18747,19422,20241,19098,18417,18585,18845,17835,17930,18732
Mid-West,Index of Disposable Income per Person (excluding Rent) (State=100),98.4,98.2,97.8,97.4,101.7,106.8,105.6,103.1,102.1,101.4
Carlow,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",715,798,805,728,658,669,656,691,726,745
Carlow,Income of Self Employed (Euro Million),143,160,151,118,114,110,99,100,111,116
Carlow,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),33,55,84,56,68,68,75,76,82,90
Carlow,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),25,11,1,15,13,5,32,32,31,40
Carlow,Primary Income (Euro Million),916,1025,1041,918,852,852,863,900,950,991
Carlow,Social Benefits and Other Current Transfers (Euro Million),243,275,319,343,363,371,381,365,359,355
Carlow,Total Household Income (Euro Million),1164,1297,1373,1288,1220,1227,1250,1251,1293,1346
Carlow,Total Income per Person (Euro),23244,25077,25858,23967,22575,22531,22910,22891,23559,24387
Carlow,Index of Total Income per Person (State=100),89.1,91.5,91.2,91,90.9,91.6,90.6,91.9,92.8,91.3
Carlow,Current Taxes on Income (Euro Million),230,251,231,221,206,219,222,248,263,278
Carlow,Disposable Household Income (Euro Million),934,1046,1141,1068,1014,1007,1028,1004,1030,1068
Carlow,Disposable Income per Person (Euro),18649,20229,21502,19861,18768,18501,18835,18360,18770,19352
Carlow,Index of Disposable Income per Person (State=100),93.2,96.1,95.5,95.4,96,97.9,96.9,97.2,97.4,95.2
Carlow,Disposable Income per Person (excluding Rent) (Euro),17904,19156,19924,18812,17506,17257,17455,16964,17278,17713
Carlow,Index of Disposable Income per Person (excluding Rent) (State=100),93.9,96.8,96.3,95.9,96.7,99.2,97.8,98,98.4,95.9
Donegal,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",1601,1734,1798,1681,1614,1576,1474,1489,1528,1594
